2.956402435640982596e+00,4.767778068928937074e+00
2.955857542888390199e+00,4.788819208481152501e+00
2.988115193841847983e+00,4.771212244555334436e+00
3.086671300548708086e+00,4.721171399713537831e+00
2.966973355041271798e+00,4.619414875717416713e+00
2.884422103023556172e+00,4.687280727381945233e+00
2.838393657666581138e+00,4.594557985469204908e+00
2.841826482007911991e+00,4.603116169173085304e+00
2.790606563264247164e+00,4.631407235047696247e+00
2.778291987055664158e+00,4.612873588809993208e+00
2.711433646312602974e+00,4.554819667506602165e+00
2.793657962678763429e+00,4.618488193405531739e+00
2.721241715859262555e+00,4.667983931005044163e+00
2.608954311787079039e+00,4.525165833526277659e+00
2.611951221926335887e+00,4.572808206502019246e+00
2.458361069253959030e+00,4.390266789199207764e+00
2.474707851831724703e+00,4.356415629453286087e+00
2.456617412445664339e+00,4.370479396304248532e+00
2.643282555200386685e+00,4.374676722069845702e+00
2.509293427337969007e+00,4.340225944357410270e+00
2.516649479497964137e+00,4.413542868444792155e+00
2.592335082833017612e+00,4.459331876796762906e+00
2.649058418377864044e+00,4.489040221501316097e+00
2.504062456913084045e+00,4.491874779161200593e+00
2.513380122982410203e+00,4.164825431928536936e+00
2.538227232500613884e+00,4.120453702406508434e+00
2.323881537914208817e+00,4.228221404206325751e+00
2.365347876386473036e+00,4.249916672449282729e+00
2.339737917014641067e+00,4.134953555051300356e+00
2.367854383048397793e+00,4.275100627042865753e+00
2.438690440885381783e+00,4.215738448357989832e+00
2.323990516464727207e+00,4.126449882071646869e+00
2.375700838685725014e+00,4.171039654490590998e+00
2.462611232724178034e+00,4.203582556855026020e+00
2.415369031074436901e+00,4.215847469806447201e+00
2.258945314042285712e+00,4.115929312295540043e+00
2.130623070806826558e+00,4.157684527054597901e+00
2.263794859540356530e+00,4.050476930635624306e+00
2.457053326647737901e+00,4.031943284397922156e+00
2.402073647911186605e+00,4.057345281888419919e+00
2.479284950953498878e+00,4.084927708348059738e+00
2.461249000842697043e+00,4.002616514762969757e+00
2.446100982320634998e+00,3.894739791514695959e+00
2.452694184627000062e+00,3.986535851115552198e+00
2.498395572286125077e+00,4.025838083284326352e+00
2.543458202925498846e+00,4.082147661412404815e+00
2.518284157755739994e+00,3.927500736776046164e+00
2.524550424410549887e+00,3.892564813617977126e+00
5.418647428058675608e+00,3.918288424381423329e+00
2.490549116648797856e+00,3.874204246619095127e+00
2.401746712259632321e+00,3.858777711662417786e+00
2.463483061128325158e+00,3.883798134083316977e+00
2.458361069253959030e+00,3.902435350697053718e+00
2.201677085744848217e+00,3.861939333667673946e+00
2.419455726718878097e+00,3.682723101066384785e+00
2.400275501827632496e+00,3.671003295357250895e+00
2.491584412878723231e+00,3.513467302336780396e+00
2.565744316506518796e+00,3.640586311237727912e+00
5.422025763124746156e+00,3.596487135336842389e+00
5.412653607780161025e+00,3.517010499411636015e+00
5.361106753384939694e+00,3.576699742441883156e+00
5.396633760853950967e+00,3.308903552445640273e+00
5.423551462832005399e+00,3.329835670549398330e+00
5.420391084866969855e+00,3.371427353135771021e+00
5.428455497605334301e+00,3.469873721092509022e+00
2.409974592823772799e+00,3.462732816218570431e+00
5.340073893134882788e+00,3.214723958070118570e+00
5.403717366637649455e+00,3.150074239135074006e+00
5.384755098847441523e+00,3.178855901527740890e+00
5.448997954378059561e+00,3.226280231606568183e+00
5.460658659283532224e+00,3.168226310303176252e+00
5.374838050750263108e+00,3.067396468618940997e+00
5.422516166602080467e+00,3.067287447170484516e+00
5.433414021653923953e+00,3.038887359847417091e+00
5.396579271578691106e+00,2.966442607347691940e+00
2.732412017287401795e+00,2.832742798953649110e+00
2.794693258908688804e+00,2.819278650069199976e+00
2.780362579515514021e+00,2.853783938505864093e+00
2.977489785166299807e+00,2.771472744920774112e+00
2.917224646729605020e+00,2.788807155225447865e+00
5.412653607780161025e+00,2.889052377081727130e+00
5.440007223960289018e+00,2.682090155324531100e+00
5.428945901082666836e+00,2.521992158265319084e+00
3.582439292681350196e+00,2.590185074275218380e+00
3.365096504886247786e+00,2.666663620367855536e+00
3.387110172090971982e+00,2.549901649070328791e+00
3.413374002765915183e+00,2.655652454073690549e+00
4.014836196664375301e+00,2.379134548200882104e+00
4.112465955180256039e+00,2.419145419784627826e+00
5.458751534649460169e+00,2.390854353910017327e+00
5.454228924802944967e+00,2.344629259764217988e+00
5.384537141746404743e+00,2.188689197979268197e+00
5.429926708037333682e+00,2.182856550486814928e+00
5.339801446758586145e+00,2.184164807868300251e+00
4.837673247425040124e+00,2.144371979181467935e+00
4.322779580699560142e+00,2.279613085992466814e+00
4.228528111482390273e+00,2.215562985023936893e+00
4.227874240179279042e+00,2.241946175550549203e+00
4.183247523741980167e+00,2.226410619145416270e+00
4.064203480049227046e+00,2.287571651729833011e+00
4.047529761819906646e+00,2.265276765520362279e+00
4.646866795797349958e+00,2.084752245014006355e+00
4.592050584886576914e+00,2.098379926071140211e+00
4.766074339734426957e+00,2.082626326769092984e+00
4.907077576612432601e+00,2.034983953793351841e+00
4.975625084888529059e+00,2.001841433462401731e+00
4.882884338397340152e+00,2.039998940422377061e+00
4.938190952785445731e+00,1.990394181374409266e+00
5.047332971129660173e+00,1.947330709233864754e+00
5.103550941471681313e+00,2.068835113539273074e+00
5.106765808711974941e+00,2.026044195019872429e+00
5.150520696745126692e+00,2.085079309359377131e+00
5.128997433017736363e+00,2.019012311594391207e+00
5.238956790490838067e+00,2.059404758247736833e+00
3.388308936146674721e+00,4.758674777982770721e+00
3.486320211124090296e+00,4.798576628118060405e+00
3.506208796593704324e+00,4.721389442610452569e+00
4.096882022456120431e+00,4.720081185228966802e+00
5.094396743228132962e+00,4.732673162525760091e+00
5.034636969994264355e+00,4.541628072243296010e+00
5.002052383389250068e+00,4.648905177525056054e+00
4.988648021675482269e+00,4.559071503996427133e+00
4.933341407287374913e+00,4.589706531012865298e+00
5.024937878998121832e+00,4.653702121257166979e+00
5.058503272557800301e+00,4.611728863601194384e+00
4.978131591550452484e+00,4.517152757064683222e+00
5.010389242503910268e+00,4.593685813881547730e+00
4.717306438377428357e+00,4.510175384363430240e+00
4.386423054202325922e+00,4.506577676564346824e+00
4.257298448819257786e+00,4.524075619041706631e+00
4.270375874881470857e+00,4.547188166114606744e+00
4.147666026997710809e+00,4.670000827801499277e+00
4.173003539993247912e+00,4.678722543678065726e+00
4.235775185091866568e+00,4.557872268063399623e+00
4.103257267661447827e+00,4.510393427260344978e+00
4.246400593767413412e+00,4.510720491605716198e+00
4.022955098677998720e+00,4.542336711658267134e+00
4.063113694544043142e+00,4.652993481842195855e+00
3.962907917342340713e+00,4.508703594809260196e+00
3.980507953251068098e+00,4.612328481567708138e+00
4.078806605818697584e+00,4.560924868620197081e+00
3.963125874443377494e+00,4.508976148430402731e+00
3.684101288077985537e+00,4.581856986723956027e+00
3.766434582994664826e+00,4.642363890617630773e+00
3.816619205508404722e+00,4.608676263044396038e+00
3.834328219967650941e+00,4.660843026131106015e+00
3.749706375490085009e+00,4.638875204267005614e+00
3.857486161952819348e+00,4.572535652880875823e+00
3.726384965679140127e+00,4.546534037423864305e+00
3.733577550013357005e+00,4.536558574890043438e+00
3.721262973804773999e+00,4.602353019033886383e+00
3.835799430399649879e+00,4.542772797452094835e+00
3.707531676439450141e+00,4.609221370286681108e+00
3.595026315266230288e+00,4.591123809842806658e+00
3.637909374895234915e+00,4.679540204541494219e+00
3.639380585327233852e+00,4.519769271827652091e+00
3.580096253845204135e+00,4.627536973627469408e+00
3.552197744912484190e+00,4.513282495644456382e+00
3.565983531553067021e+00,4.552312174192089778e+00
3.525443510760208454e+00,4.540428836310267613e+00
3.555630569253815043e+00,4.658226511368135370e+00
3.516289312516660104e+00,4.700908408439079977e+00
3.656599196309146205e+00,4.504451758319433452e+00
3.561351943156032984e+00,4.638275586300490971e+00
3.644775023577896178e+00,4.507449848152004002e+00
3.576499961678095918e+00,4.654737825017509323e+00
3.498035405304822376e+00,4.516171564028569563e+00
3.524081278878727908e+00,4.660461451061505223e+00
3.629844962156870913e+00,4.538466450238040295e+00
3.427377746507533907e+00,4.561251932965570077e+00
3.407543650313178851e+00,4.577005532267616417e+00
3.465193303537431824e+00,4.546752080320779044e+00
3.338832674211304585e+00,4.502325840074520968e+00
3.443996975461596222e+00,4.565612790903852414e+00
3.435278691420120545e+00,4.498346557205837648e+00
3.484863931906009071e+00,4.546588548148092990e+00
3.485354335383342050e+00,4.627536973627469408e+00
3.336816571026714140e+00,4.548060337702262146e+00
3.371526239366835487e+00,4.510120873639201555e+00
